apparentTemperature,cloudCover,date,dewPoint,hour,humidity,icon,ozone,precipAccumulation,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0.43,0.6,2016-01-08,1.76,1,0.79,wind,,,0.0,0.0,,993.75,Breezy and Mostly Cloudy,5.15,1452211200,0.0,11.18,232.0,,7.8
0.11,0.75,2016-01-08,1.74,2,0.79,wind,,,0.0,0.0,,994.63,Breezy and Mostly Cloudy,5.04,1452214800,0.0,10.67,234.0,,8.38
0.19,0.81,2016-01-08,1.36,3,0.77,wind,,,0.0,0.0,,995.48,Breezy and Mostly Cloudy,5.01,1452218400,0.0,11.18,234.0,,7.96
0.13,0.75,2016-01-08,1.68,4,0.79,wind,,,0.0,0.0,,996.2,Breezy and Mostly Cloudy,4.94,1452222000,0.0,11.97,233.0,,7.87
-0.28,0.5,2016-01-08,0.91,5,0.76,wind,,,0.0,0.0,,996.73,Breezy and Partly Cloudy,4.8,1452225600,0.0,11.1,232.0,,8.61
-0.47,0.33,2016-01-08,0.72,6,0.76,wind,,,0.0,0.0,,997.4,Breezy and Partly Cloudy,4.57,1452229200,0.0,11.01,233.0,,8.27
-0.69,0.23,2016-01-08,0.6,7,0.77,wind,,,0.0,0.0,,998.25,Breezy,4.24,1452232800,0.0,10.99,233.0,,7.67
-1.13,0.16,2016-01-08,0.56,8,0.79,wind,,,0.0,0.0,,998.93,Breezy,3.81,1452236400,0.0,10.93,233.0,,7.28
-1.04,0.08,2016-01-08,0.52,9,0.79,wind,,,0.0,0.0,,999.76,Breezy,3.82,1452240000,0.0,10.93,228.0,,7.1
-0.08,0.16,2016-01-08,1.13,10,0.78,wind,,,0.0,0.0,,1000.78,Breezy,4.67,1452243600,0.0,10.83,232.0,,7.44
0.62,0.16,2016-01-08,1.51,11,0.77,wind,,,0.0,0.0,,1001.64,Breezy,5.19,1452247200,1.0,10.88,234.0,,7.38
2.36,0.0,2016-01-08,2.03,12,0.74,clear-day,,,0.0,0.0,,1001.84,Clear,6.26,1452250800,1.0,11.02,234.0,,6.37
3.56,0.08,2016-01-08,2.3,13,0.71,clear-day,,,0.0,0.0,,1001.79,Clear,7.13,1452254400,1.0,11.18,234.0,,6.11
4.03,0.24,2016-01-08,2.58,14,0.72,clear-day,,,0.0,0.0,,1001.77,Clear,7.34,1452258000,1.0,11.18,231.0,,5.56
4.33,0.0,2016-01-08,2.27,15,0.7,clear-day,,,0.0,0.0,,1001.87,Clear,7.33,1452261600,1.0,11.06,234.0,,4.84
3.74,0.67,2016-01-08,1.88,16,0.73,partly-cloudy-day,,,0.0,0.0,,1002.24,Mostly Cloudy,6.36,1452265200,0.0,11.31,227.0,,3.62
3.16,0.83,2016-01-08,1.98,17,0.79,partly-cloudy-night,,,0.0,0.0,,1002.39,Mostly Cloudy,5.4,1452268800,0.0,11.36,206.0,,2.77
2.72,0.64,2016-01-08,1.77,18,0.79,partly-cloudy-night,,,0.0,0.0,,1002.49,Mostly Cloudy,5.09,1452272400,0.0,11.3,196.0,,2.87
1.61,0.16,2016-01-08,1.5,19,0.83,clear-night,,,0.0,0.0,,1002.54,Clear,4.06,1452276000,0.0,11.3,187.0,,2.7
0.61,0.21,2016-01-08,0.94,20,0.83,clear-night,,,0.0,0.0,,1002.69,Clear,3.6,1452279600,0.0,12.83,186.0,,3.29
0.26,0.0,2016-01-08,0.55,21,0.82,clear-night,,,0.0,0.0,,1002.87,Clear,3.33,1452283200,0.0,12.83,178.0,,3.32
-0.48,0.1,2016-01-08,-0.26,22,0.81,clear-night,,,0.0,0.0,,1002.82,Clear,2.73,1452286800,0.0,12.83,177.0,,3.33
-0.92,0.0,2016-01-08,-0.29,23,0.84,clear-night,,,0.0,0.0,,1002.75,Clear,2.19,1452290400,0.0,12.83,166.0,,3.07
-1.27,0.08,2016-01-09,-0.39,0,0.86,clear-night,,,0.0,0.0,,1002.39,Clear,1.74,1452294000,0.0,12.83,156.0,,2.84
-1.87,0.23,2016-01-09,-0.69,1,0.87,clear-night,,,0.0,0.0,,1002.17,Clear,1.22,1452297600,0.0,12.83,160.0,,2.81
-2.09,0.25,2016-01-09,-0.7,2,0.88,partly-cloudy-night,,,0.0,0.0,,1002.3,Partly Cloudy,1.12,1452301200,0.0,12.36,156.0,,2.92
-2.16,0.56,2016-01-09,-0.58,3,0.87,partly-cloudy-night,,,0.0,0.0,,1002.32,Partly Cloudy,1.33,1452304800,0.0,11.31,163.0,,3.31
-1.72,1.0,2016-01-09,-0.53,4,0.87,cloudy,,,0.0,0.0,,1001.97,Overcast,1.4,1452308400,0.0,11.25,153.0,,2.88
-1.66,0.94,2016-01-09,-0.02,5,0.88,cloudy,,,0.0,0.0,,1001.62,Overcast,1.8,1452312000,0.0,11.14,164.0,,3.41
-1.31,0.94,2016-01-09,0.38,6,0.88,cloudy,,,0.0,0.0,,1001.27,Overcast,2.16,1452315600,0.0,10.86,166.0,,3.52
-1.26,0.75,2016-01-09,0.45,7,0.88,partly-cloudy-night,,,0.0,0.0,,1001.17,Mostly Cloudy,2.19,1452319200,0.0,10.07,167.0,,3.52
-1.31,0.21,2016-01-09,0.44,8,0.89,clear-night,,,0.0,0.0,,1001.09,Clear,2.04,1452322800,0.0,10.25,166.0,,3.33
-1.31,0.33,2016-01-09,0.63,9,0.89,partly-cloudy-day,,,0.0,0.0,,1001.15,Partly Cloudy,2.22,1452326400,0.0,10.56,167.0,,3.62
-0.17,1.0,2016-01-09,0.75,10,0.84,cloudy,,,0.0,0.0,,1001.2,Overcast,3.23,1452330000,0.0,8.72,162.0,,3.77
1.82,1.0,2016-01-09,1.87,11,0.82,cloudy,,,0.0,0.0,,1001.0,Overcast,4.74,1452333600,0.0,7.79,164.0,,3.56
2.83,0.81,2016-01-09,2.46,12,0.8,partly-cloudy-day,,,0.0,0.0,,1000.62,Mostly Cloudy,5.57,1452337200,0.0,10.81,166.0,,3.54
3.45,0.94,2016-01-09,2.82,13,0.78,cloudy,,,0.0,0.0,,999.87,Overcast,6.38,1452340800,0.0,11.65,172.0,,4.2
4.66,0.88,2016-01-09,2.88,14,0.75,partly-cloudy-day,,,0.0,0.0,,999.3,Mostly Cloudy,7.07,1452344400,0.0,12.25,166.0,,3.54
4.71,0.88,2016-01-09,2.98,15,0.75,partly-cloudy-day,,,0.0,0.0,,998.67,Mostly Cloudy,7.13,1452348000,0.0,13.42,158.0,,3.59
4.71,0.88,2016-01-09,2.61,16,0.74,partly-cloudy-day,,,0.0,0.0,,998.45,Mostly Cloudy,6.98,1452351600,0.0,13.42,147.0,,3.26
3.89,1.0,2016-01-09,2.64,17,0.76,cloudy,,,0.0,0.0,,998.25,Overcast,6.51,1452355200,0.0,12.84,161.0,,3.69
3.14,1.0,2016-01-09,2.51,18,0.78,cloudy,,,0.0,0.0,,997.9,Overcast,6.04,1452358800,0.0,12.84,163.0,,3.98
2.71,0.7,2016-01-09,2.61,19,0.79,partly-cloudy-night,,,0.0,0.0,,997.42,Mostly Cloudy,5.91,1452362400,0.0,12.44,160.0,,4.5
1.89,0.88,2016-01-09,2.59,20,0.82,partly-cloudy-night,,,0.0,0.0,,996.99,Mostly Cloudy,5.35,1452366000,0.0,11.14,166.0,,4.75
0.96,0.94,2016-01-09,2.47,21,0.86,cloudy,,,0.0,0.0,,996.45,Overcast,4.63,1452369600,0.0,11.12,158.0,,4.83
0.33,0.75,2016-01-09,2.36,22,0.88,partly-cloudy-night,,,0.0,0.0,,995.95,Mostly Cloudy,4.16,1452373200,0.0,11.31,157.0,,4.9
0.19,0.23,2016-01-09,2.53,23,0.9,clear-night,,,0.0,0.0,,995.25,Clear,3.99,1452376800,0.0,11.1,151.0,,4.78
-0.26,0.08,2016-01-10,2.09,0,0.89,clear-night,,,0.0,0.0,,994.37,Clear,3.67,1452380400,0.0,11.46,146.0,,4.88
0.02,0.19,2016-01-10,2.38,1,0.89,clear-night,,,0.0,0.0,,993.42,Clear,3.96,1452384000,0.0,11.46,148.0,,5.03
0.33,0.59,2016-01-10,2.74,2,0.9,partly-cloudy-night,,,0.0,0.0,,992.22,Partly Cloudy,4.31,1452387600,0.0,11.46,149.0,,5.29
1.35,1.0,2016-01-10,2.96,3,0.86,cloudy,,,0.0,0.0,,991.3,Overcast,5.02,1452391200,0.0,12.36,143.0,,5.04
1.14,0.59,2016-01-10,2.96,4,0.86,partly-cloudy-night,,,0.0,0.0,,990.34,Partly Cloudy,5.09,1452394800,0.0,11.31,147.0,,5.67
2.29,0.88,2016-01-10,3.72,5,0.86,partly-cloudy-night,,,0.0,0.0,,989.6,Mostly Cloudy,5.81,1452398400,0.0,11.04,155.0,,5.12
3.16,0.88,2016-01-10,4.56,6,0.88,partly-cloudy-night,,,0.0,0.0,,989.42,Mostly Cloudy,6.44,1452402000,0.0,11.02,174.0,,4.95
3.34,0.81,2016-01-10,4.07,7,0.86,partly-cloudy-night,,,0.0,0.0,,989.24,Mostly Cloudy,6.22,1452405600,0.0,10.62,185.0,,4.03
4.36,0.88,2016-01-10,4.48,8,0.83,partly-cloudy-night,,,0.0,0.0,,989.62,Mostly Cloudy,7.21,1452409200,0.0,10.96,193.0,,4.42
3.7,0.71,2016-01-10,4.26,9,0.84,partly-cloudy-day,,,0.0,0.0,,989.94,Mostly Cloudy,6.68,1452412800,0.0,11.02,196.0,,4.43
3.28,0.53,2016-01-10,4.14,10,0.85,partly-cloudy-day,,,0.0,0.0,,990.77,Partly Cloudy,6.48,1452416400,0.0,10.94,201.0,,4.8
3.84,0.21,2016-01-10,3.63,11,0.78,clear-day,,,0.0,0.0,,991.04,Clear,7.2,1452420000,1.0,11.09,204.0,,5.59
4.43,0.23,2016-01-10,3.27,12,0.73,clear-day,,,0.0,0.0,,990.84,Clear,7.79,1452423600,1.0,11.09,205.0,,6.05
4.73,0.23,2016-01-10,2.85,13,0.7,clear-day,,,0.0,0.0,,990.64,Clear,8.06,1452427200,1.0,11.28,204.0,,6.12
5.42,0.31,2016-01-10,2.64,14,0.66,partly-cloudy-day,,,0.0,0.0,,990.54,Partly Cloudy,8.62,1452430800,1.0,11.28,198.0,,6.2
4.95,0.44,2016-01-10,2.25,15,0.67,partly-cloudy-day,,,0.0,0.0,,990.32,Partly Cloudy,8.09,1452434400,0.0,11.44,195.0,,5.62
4.65,0.16,2016-01-10,1.99,16,0.68,clear-day,,,0.0,0.0,,990.49,Clear,7.51,1452438000,0.0,11.33,184.0,,4.6
4.13,0.53,2016-01-10,1.92,17,0.7,partly-cloudy-night,,,0.0,0.0,,990.37,Partly Cloudy,7.04,1452441600,0.0,12.12,174.0,,4.47
4.09,0.66,2016-01-10,2.18,18,0.73,partly-cloudy-night,,,0.0356,0.14,rain,990.54,Mostly Cloudy,6.69,1452445200,0.0,11.84,175.0,,3.71
3.63,0.81,2016-01-10,2.59,19,0.77,partly-cloudy-night,,,0.0,0.0,,990.99,Mostly Cloudy,6.33,1452448800,0.0,10.81,183.0,,3.77
3.16,0.88,2016-01-10,3.39,20,0.84,partly-cloudy-night,,,0.1016,0.27,rain,990.8,Mostly Cloudy,5.9,1452452400,0.0,10.99,179.0,,3.67
3.3,0.83,2016-01-10,3.36,21,0.85,partly-cloudy-night,,,0.0,0.0,,991.12,Mostly Cloudy,5.64,1452456000,0.0,10.96,178.0,,2.97
3.13,0.77,2016-01-10,3.4,22,0.86,partly-cloudy-night,,,0.0,0.0,,991.22,Mostly Cloudy,5.62,1452459600,0.0,11.02,189.0,,3.17
2.77,0.42,2016-01-10,3.49,23,0.86,partly-cloudy-night,,,0.0,0.0,,991.22,Partly Cloudy,5.57,1452463200,0.0,11.02,195.0,,3.65
2.11,0.48,2016-01-11,3.52,0,0.9,partly-cloudy-night,,,0.0,0.0,,991.4,Partly Cloudy,5.08,1452466800,0.0,11.18,196.0,,3.74
2.23,0.94,2016-01-11,3.64,1,0.91,cloudy,,,0.0,0.0,,991.42,Overcast,5.06,1452470400,0.0,11.15,195.0,,3.5
2.69,0.94,2016-01-11,3.71,2,0.9,cloudy,,,0.0,0.0,,991.52,Overcast,5.21,1452474000,0.0,10.88,191.0,,3.09
2.81,0.65,2016-01-11,3.39,3,0.88,partly-cloudy-night,,,0.0,0.0,,991.32,Mostly Cloudy,5.27,1452477600,0.0,10.69,192.0,,3.03
2.57,0.65,2016-01-11,2.82,4,0.87,partly-cloudy-night,,,0.0,0.0,,991.09,Mostly Cloudy,4.74,1452481200,0.0,10.62,181.0,,2.52
1.37,0.65,2016-01-11,2.15,5,0.9,partly-cloudy-night,,,0.0,0.0,,990.55,Mostly Cloudy,3.67,1452484800,0.0,11.02,160.0,,2.45
0.62,0.35,2016-01-11,2.05,6,0.92,partly-cloudy-night,,,0.0,0.0,,989.52,Partly Cloudy,3.19,1452488400,0.0,10.86,152.0,,2.67
0.43,0.31,2016-01-11,1.93,7,0.92,partly-cloudy-night,,,0.0,0.0,,989.15,Partly Cloudy,3.13,1452492000,0.0,10.94,152.0,,2.79
-0.22,0.19,2016-01-11,1.74,8,0.92,clear-night,,,0.0,0.0,,988.85,Clear,2.94,1452495600,0.0,11.07,149.0,,3.34
-0.11,0.48,2016-01-11,1.79,9,0.92,partly-cloudy-day,,,0.0,0.0,,988.35,Partly Cloudy,2.96,1452499200,0.0,11.68,136.0,,3.22
0.59,0.81,2016-01-11,2.05,10,0.9,partly-cloudy-day,,,0.0,0.0,,988.3,Mostly Cloudy,3.49,1452502800,0.0,11.51,133.0,,3.13
1.02,0.81,2016-01-11,2.31,11,0.88,partly-cloudy-day,,,0.0356,0.14,rain,987.75,Mostly Cloudy,4.19,1452506400,0.0,10.85,134.0,,3.76
1.48,0.6,2016-01-11,2.77,12,0.88,partly-cloudy-day,,,0.1727,0.14,rain,986.98,Mostly Cloudy,4.57,1452510000,1.0,10.25,136.0,,3.75
1.84,0.81,2016-01-11,3.09,13,0.87,partly-cloudy-day,,,0.4115,0.14,rain,985.98,Mostly Cloudy,5.06,1452513600,1.0,10.57,140.0,,4.18
2.04,0.55,2016-01-11,3.61,14,0.89,rain,,,0.6477,0.75,rain,985.13,Light Rain,5.19,1452517200,1.0,9.78,145.0,,4.09
2.03,0.88,2016-01-11,3.91,15,0.91,rain,,,0.6731,0.74,rain,984.3,Light Rain,5.25,1452520800,0.0,10.44,146.0,,4.26
2.59,1.0,2016-01-11,3.86,16,0.89,cloudy,,,0.0635,0.25,rain,984.05,Overcast,5.47,1452524400,0.0,9.5,153.0,,3.74
2.66,0.88,2016-01-11,4.06,17,0.91,partly-cloudy-night,,,0.1727,0.14,rain,984.0,Mostly Cloudy,5.39,1452528000,0.0,10.4,164.0,,3.46
3.13,1.0,2016-01-11,4.08,18,0.91,cloudy,,,0.2972,0.36,rain,984.0,Overcast,5.48,1452531600,0.0,10.46,170.0,,2.93
2.54,0.88,2016-01-11,4.21,19,0.93,partly-cloudy-night,,,0.0,0.0,,984.05,Mostly Cloudy,5.27,1452535200,0.0,10.04,180.0,,3.42
2.86,1.0,2016-01-11,4.13,20,0.92,cloudy,,,0.1676,0.22,rain,984.15,Overcast,5.35,1452538800,0.0,9.96,176.0,,3.09
2.74,1.0,2016-01-11,4.49,21,0.93,cloudy,,,0.0356,0.14,rain,984.27,Overcast,5.46,1452542400,0.0,9.43,191.0,,3.47
3.03,1.0,2016-01-11,4.13,22,0.89,cloudy,,,0.0,0.0,,984.67,Overcast,5.72,1452546000,0.0,9.61,202.0,,3.53
2.66,1.0,2016-01-11,4.68,23,0.94,cloudy,,,0.0889,0.35,rain,985.09,Overcast,5.54,1452549600,0.0,9.35,211.0,,3.77
2.99,1.0,2016-01-12,4.72,0,0.92,cloudy,,,0.0,0.0,,985.92,Overcast,5.91,1452553200,0.0,7.89,216.0,,3.97
2.79,1.0,2016-01-12,4.68,1,0.92,cloudy,,,0.0559,0.22,rain,986.47,Overcast,5.82,1452556800,0.0,9.12,223.0,,4.13
2.66,1.0,2016-01-12,4.41,2,0.91,cloudy,,,0.0559,0.22,rain,986.94,Overcast,5.78,1452560400,0.0,9.8,225.0,,4.3
2.66,1.0,2016-01-12,4.11,3,0.89,cloudy,,,0.0,0.0,,987.54,Overcast,5.73,1452564000,0.0,10.27,232.0,,4.19
2.3,0.81,2016-01-12,3.87,4,0.89,partly-cloudy-night,,,0.0,0.0,,988.19,Mostly Cloudy,5.59,1452567600,0.0,10.41,233.0,,4.55
1.67,0.81,2016-01-12,3.71,5,0.9,partly-cloudy-night,,,0.0,0.0,,988.79,Mostly Cloudy,5.26,1452571200,0.0,10.04,234.0,,4.97
1.61,0.94,2016-01-12,3.61,6,0.89,cloudy,,,0.0,0.0,,989.29,Overcast,5.19,1452574800,0.0,9.95,235.0,,4.95
1.22,0.75,2016-01-12,3.51,7,0.9,partly-cloudy-night,,,0.0,0.0,,990.11,Mostly Cloudy,4.96,1452578400,0.0,10.11,234.0,,5.14
1.41,0.81,2016-01-12,3.29,8,0.89,partly-cloudy-night,,,0.0,0.0,,990.76,Mostly Cloudy,5.01,1452582000,0.0,10.09,233.0,,4.87
1.23,0.87,2016-01-12,3.37,9,0.89,partly-cloudy-day,,,0.0356,0.14,rain,991.54,Mostly Cloudy,5.02,1452585600,0.0,9.93,230.0,,5.28
1.53,0.94,2016-01-12,3.01,10,0.85,cloudy,,,0.0,0.0,,992.26,Overcast,5.36,1452589200,0.0,10.12,231.0,,5.59
2.11,0.94,2016-01-12,3.57,11,0.85,cloudy,,,0.0,0.0,,992.84,Overcast,5.84,1452592800,0.0,10.64,230.0,,5.64
2.49,0.94,2016-01-12,3.7,12,0.85,cloudy,,,0.0,0.0,,993.19,Overcast,6.02,1452596400,0.0,10.15,230.0,,5.26
2.77,0.88,2016-01-12,3.66,13,0.83,partly-cloudy-day,,,0.033,0.13,rain,993.31,Mostly Cloudy,6.35,1452600000,1.0,10.53,232.0,,5.59
3.17,1.0,2016-01-12,3.51,14,0.8,cloudy,,,0.0,0.0,,993.56,Overcast,6.72,1452603600,0.0,10.62,234.0,,5.78
3.41,0.87,2016-01-12,3.24,15,0.78,partly-cloudy-day,,,0.0,0.0,,993.71,Mostly Cloudy,6.83,1452607200,0.0,10.62,235.0,,5.51
2.89,0.75,2016-01-12,2.42,16,0.76,partly-cloudy-day,,,0.0,0.0,,994.57,Mostly Cloudy,6.26,1452610800,0.0,10.62,231.0,,5.03
2.87,1.0,2016-01-12,2.59,17,0.77,cloudy,,,0.0,0.0,,994.54,Overcast,6.34,1452614400,0.0,10.96,230.0,,5.31
2.89,1.0,2016-01-12,2.43,18,0.77,cloudy,,,0.0,0.0,,994.76,Overcast,6.13,1452618000,0.0,10.96,225.0,,4.71
2.02,1.0,2016-01-12,2.14,19,0.78,cloudy,,,0.0,0.0,,994.86,Overcast,5.66,1452621600,0.0,10.96,223.0,,5.33
1.66,1.0,2016-01-12,2.17,20,0.79,cloudy,,,0.0635,0.25,rain,994.99,Overcast,5.61,1452625200,0.0,10.32,226.0,,6.02
1.17,0.94,2016-01-12,2.37,21,0.81,cloudy,,,0.1524,0.6,rain,995.36,Overcast,5.31,1452628800,0.0,10.33,224.0,,6.27
0.6,1.0,2016-01-12,2.51,22,0.85,cloudy,,,0.0635,0.25,rain,995.64,Overcast,4.85,1452632400,0.0,10.07,226.0,,6.27
0.83,0.81,2016-01-12,2.55,23,0.85,partly-cloudy-night,,,0.1549,0.61,rain,995.79,Mostly Cloudy,4.89,1452636000,0.0,10.96,225.0,,5.83
0.48,1.0,2016-01-13,2.83,0,0.88,cloudy,,,0.2769,0.41,rain,996.06,Overcast,4.61,1452639600,0.0,10.01,224.0,,5.81
0.14,1.0,2016-01-13,2.52,1,0.89,cloudy,,,0.2946,0.51,rain,996.07,Overcast,4.11,1452643200,0.0,9.98,221.0,,5.16
0.48,0.88,2016-01-13,2.98,2,0.92,partly-cloudy-night,,,0.5766,0.88,rain,996.0,Mostly Cloudy,4.15,1452646800,0.0,9.8,221.0,,4.6
1.14,1.0,2016-01-13,3.21,3,0.9,cloudy,,,0.2972,0.36,rain,997.07,Overcast,4.74,1452650400,0.0,9.35,239.0,,4.75
0.87,1.0,2016-01-13,3.19,4,0.92,cloudy,,,0.0,0.0,,998.57,Overcast,4.35,1452654000,0.0,9.5,258.0,,4.35
1.39,1.0,2016-01-13,3.68,5,0.91,cloudy,,,0.033,0.13,rain,1000.39,Overcast,5.0,1452657600,0.0,10.36,291.0,,4.88
1.35,0.87,2016-01-13,3.66,6,0.91,partly-cloudy-night,,,0.0,0.0,,1002.27,Mostly Cloudy,5.01,1452661200,0.0,10.07,294.0,,5.0
0.89,0.83,2016-01-13,3.25,7,0.9,partly-cloudy-night,,,0.033,0.13,rain,1004.24,Mostly Cloudy,4.78,1452664800,0.0,10.28,292.0,,5.36
0.46,0.64,2016-01-13,2.84,8,0.88,partly-cloudy-night,,,0.066,0.13,rain,1005.92,Mostly Cloudy,4.62,1452668400,0.0,10.65,290.0,,5.91
0.49,0.87,2016-01-13,2.57,9,0.87,partly-cloudy-day,,,0.066,0.13,rain,1007.44,Mostly Cloudy,4.48,1452672000,0.0,10.73,284.0,,5.43
0.62,0.59,2016-01-13,2.46,10,0.86,partly-cloudy-day,,,0.0,0.0,,1008.82,Partly Cloudy,4.57,1452675600,0.0,10.49,286.0,,5.36
1.74,0.75,2016-01-13,2.88,11,0.86,partly-cloudy-day,,,0.0,0.0,,1010.24,Mostly Cloudy,5.03,1452679200,0.0,10.62,279.0,,4.27
2.17,0.42,2016-01-13,3.02,12,0.85,partly-cloudy-day,,,0.0,0.0,,1011.02,Partly Cloudy,5.33,1452682800,1.0,10.48,273.0,,4.17
2.44,0.59,2016-01-13,2.94,13,0.83,partly-cloudy-day,,,0.1372,0.14,rain,1011.54,Partly Cloudy,5.62,1452686400,1.0,10.57,272.0,,4.33
3.14,0.81,2016-01-13,2.97,14,0.83,partly-cloudy-day,,,0.1372,0.14,rain,1011.72,Mostly Cloudy,5.69,1452690000,0.0,10.62,262.0,,3.28
2.68,0.81,2016-01-13,3.03,15,0.85,partly-cloudy-day,,,0.5029,0.75,rain,1011.92,Mostly Cloudy,5.37,1452693600,0.0,9.82,245.0,,3.4
1.12,1.0,2016-01-13,2.68,16,0.88,rain,,,0.6325,0.25,rain,1012.42,Possible Light Rain,4.43,1452697200,0.0,10.91,248.0,,4.08
0.64,0.87,2016-01-13,2.59,17,0.91,partly-cloudy-night,,,0.3683,0.36,rain,1012.79,Mostly Cloudy,4.0,1452700800,0.0,10.96,243.0,,3.98
0.32,0.94,2016-01-13,2.54,18,0.92,cloudy,,,0.0635,0.25,rain,1012.91,Overcast,3.69,1452704400,0.0,10.96,243.0,,3.91
0.33,0.64,2016-01-13,2.38,19,0.91,partly-cloudy-night,,,0.127,0.25,rain,1013.04,Mostly Cloudy,3.68,1452708000,0.0,10.65,237.0,,3.86
-0.48,0.31,2016-01-13,1.76,20,0.89,partly-cloudy-night,,,0.0,0.0,,1013.14,Partly Cloudy,3.33,1452711600,0.0,10.59,241.0,,4.49
-0.71,0.53,2016-01-13,1.46,21,0.9,partly-cloudy-night,,,0.0,0.0,,1013.34,Partly Cloudy,2.99,1452715200,0.0,10.9,228.0,,4.16
-0.92,0.46,2016-01-13,1.41,22,0.92,partly-cloudy-night,,,0.0,0.0,,1013.44,Partly Cloudy,2.64,1452718800,0.0,10.59,224.0,,3.81
-1.12,0.24,2016-01-13,0.83,23,0.89,clear-night,,,0.0,0.0,,1013.34,Clear,2.44,1452722400,0.0,10.9,216.0,,3.74
-1.14,0.23,2016-01-14,0.8,0,0.9,clear-night,,,0.0,0.0,,1013.44,Clear,2.31,1452726000,0.0,10.75,213.0,,3.55
-1.26,0.42,2016-01-14,0.71,1,0.9,partly-cloudy-night,,,0.0,0.0,,1012.92,Partly Cloudy,2.21,1452729600,0.0,10.36,209.0,,3.55
-1.54,0.27,2016-01-14,0.11,2,0.89,partly-cloudy-night,,,0.0,0.0,,1012.14,Partly Cloudy,1.71,1452733200,0.0,10.36,198.0,,3.12
-2.13,0.23,2016-01-14,-0.01,3,0.91,clear-night,,,0.0,0.0,,1011.45,Clear,1.33,1452736800,0.0,10.36,181.0,,3.29
-2.24,0.38,2016-01-14,-0.23,4,0.9,partly-cloudy-night,,,0.0,0.0,,1010.4,Partly Cloudy,1.28,1452740400,0.0,9.83,177.0,,3.36
-2.43,0.75,2016-01-14,-0.26,5,0.89,partly-cloudy-night,,,0.0,0.0,,1009.42,Mostly Cloudy,1.43,1452744000,0.0,10.72,168.0,,3.86
-2.74,0.81,2016-01-14,-0.17,6,0.89,partly-cloudy-night,,,0.0,0.0,,1008.35,Mostly Cloudy,1.38,1452747600,0.0,10.62,166.0,,4.23
-2.35,0.53,2016-01-14,-0.13,7,0.88,partly-cloudy-night,,,0.0,0.0,,1007.07,Partly Cloudy,1.67,1452751200,0.0,10.96,158.0,,4.18
-2.52,0.75,2016-01-14,-0.09,8,0.87,partly-cloudy-night,,,0.0,0.0,,1005.95,Mostly Cloudy,1.82,1452754800,0.0,10.9,156.0,,4.78
-2.0,0.81,2016-01-14,0.14,9,0.85,partly-cloudy-day,,,0.0,0.0,,1005.0,Mostly Cloudy,2.38,1452758400,0.0,11.38,156.0,,5.11
-1.42,0.81,2016-01-14,0.19,10,0.81,partly-cloudy-day,,,0.0,0.0,,1004.07,Mostly Cloudy,3.04,1452762000,0.0,10.62,162.0,,5.63
-0.77,0.88,2016-01-14,1.07,11,0.84,rain,,,1.0414,0.88,rain,1003.47,Light Rain,3.54,1452765600,0.0,9.93,166.0,,5.6
-1.06,0.88,2016-01-14,1.64,12,0.87,partly-cloudy-day,,,0.3124,0.88,rain,1002.99,Mostly Cloudy,3.57,1452769200,1.0,10.27,175.0,,6.31
-1.01,1.0,2016-01-14,1.81,13,0.89,cloudy,,,0.287,0.74,rain,1002.39,Overcast,3.52,1452772800,0.0,10.48,180.0,,6.06
-0.78,1.0,2016-01-14,1.86,14,0.9,cloudy,,,0.2159,0.6,rain,1001.79,Overcast,3.29,1452776400,0.0,10.33,187.0,,4.98
-1.08,0.94,2016-01-14,1.67,15,0.9,cloudy,,,0.0,0.0,,1001.29,Overcast,3.16,1452780000,0.0,10.62,190.0,,5.24
-1.17,1.0,2016-01-14,1.11,16,0.88,cloudy,,,0.0,0.0,,1001.04,Overcast,2.84,1452783600,0.0,10.91,188.0,,4.65
-1.04,0.87,2016-01-14,1.23,17,0.89,partly-cloudy-night,,,0.0,0.0,,1000.77,Mostly Cloudy,2.83,1452787200,0.0,11.04,190.0,,4.38
-1.24,0.94,2016-01-14,0.76,18,0.87,cloudy,,,0.2134,0.14,rain,1000.57,Overcast,2.68,1452790800,0.0,10.78,188.0,,4.42
-1.4,1.0,2016-01-14,1.03,19,0.9,rain,,,0.6477,0.74,rain,999.95,Light Rain,2.47,1452794400,0.0,9.19,183.0,,4.25
-1.68,1.0,2016-01-14,1.02,20,0.91,cloudy,,,0.3099,0.75,rain,999.45,Overcast,2.35,1452798000,0.0,9.72,184.0,,4.47
-1.59,1.0,2016-01-14,0.96,21,0.9,cloudy,,,0.3658,0.61,rain,999.07,Overcast,2.48,1452801600,0.0,9.85,187.0,,4.59
-1.46,1.0,2016-01-14,1.56,22,0.92,cloudy,,,0.127,0.25,rain,998.55,Overcast,2.68,1452805200,0.0,9.78,188.0,,4.81
-1.34,0.88,2016-01-14,1.46,23,0.92,partly-cloudy-night,,,0.5715,0.52,rain,997.98,Mostly Cloudy,2.7,1452808800,0.0,9.32,189.0,,4.63
-1.41,1.0,2016-01-15,1.66,0,0.93,rain,,,0.7061,0.52,rain,997.5,Light Rain,2.65,1452812400,0.0,9.7,185.0,,4.64
